Track,Artist,Track Score,Spotify Streams,Release Date,Album Name
MILLION DOLLAR BABY,Tommy Richman,17.745744326284566,-0.10571708884138446,0.8963211221435567,Million Dollar Baby - Single
Not Like Us,Kendrick Lamar,13.086335908802194,-0.22973092323287303,0.9023325415514241,Not Like Us
i like the way you kiss me,Artemas,12.891653105843321,0.28589630526553517,0.8677668799561871,I like the way you kiss me
Flowers,Miley Cyrus,10.464607495622701,2.9419403400309663,0.5431502319313517,Flowers - Single
Houdini,Eminem,9.903921023101146,-0.6321741638187196,0.9226210820529763,Houdini
Lovin On Me,Jack Harlow,9.561279289893529,0.4147191671795285,0.7700813145783431,Lovin On Me
Beautiful Things,Benson Boone,9.486001939416097,0.8409824940722007,0.8219298069711987,Beautiful Things
Gata Only,FloyyMenor,8.670929937694948,0.42291724848857337,0.83320121836095,Gata Only
Danza Kuduro - Cover,MUSIC LAB JPN,8.149180025765167,2.239351512719793,0.9293839288868271,ýýýýýýýýýýýýýýýýýýýýý - ýýýýýýýýýýýýýýýýýý -
BAND4BAND (feat. Lil Baby),Central Cee,7.497641578529471,-0.6625583356974506,0.916609662645109,BAND4BAND (feat. Lil Baby)
I Had Some Help (feat. Morgan Wallen),Post Malone,7.277001068509415,-0.36647994339210604,0.9068411061073246,I Had Some Help
The Door,Teddy Swims,7.2276814250931665,-0.6245212473988565,0.9331410660167442,The Door
LUNCH,Billie Eilish,7.126446367554553,-0.41931253723565926,0.9121010980892085,HIT ME HARD AND SOFT
Like That,Future,6.9161889403589685,-0.1712548954167965,0.8700211622341373,WE DON'T TRUST YOU
bathroom floor,Kids With Buns,6.744868073755161,-0.8304299747782967,0.4702617716109604,bathroom floor
LALA,Myke Towers,6.700739971751148,0.8883405557245547,0.5949987243242073,LALA - Single
Fortnight (feat. Post Malone),Taylor Swift,6.641037245510429,-0.09649975528785684,0.8903097027356894,THE TORTURED POETS DEPARTMENT
greedy,Tate McRae,6.539802187971813,1.5066988017099745,0.7272499512972884,greedy
BLUE,Billie Eilish,6.511248710204513,-0.6614515269716755,0.9121010980892085,HIT ME HARD AND SOFT
As It Was,Harry Styles,6.495674085967803,5.301843558633455,0.32749056067411153,As It Was
Paint The Town Red,Doja Cat,6.4567375253760275,1.1479021094967894,0.6964414268319683,Paint The Town Red
Espresso,Sabrina Carpenter,6.22311816182538,0.18666151787520024,0.885801138179789,Espresso
Danza Kuduro - Cover,MUSIC LAB JPN,6.158223894172422,2.2441014652961275,0.9151068077931421,CLUB DE YOKUKIKU YOUGAKU MEDLEY
TEXAS HOLD 'EM,Beyoncï¿,6.155628123466303,-0.03842302061446157,0.8392126377688173,TEXAS HOLD 'EM
Beat Automotivo Tan Tan Tan Viral,WZ Beat,5.8752848872055266,-0.8172691540698336,0.36806764167721595,Beat Automotivo Tan Tan Tan Viral
STAY (with Justin Bieber),The Kid LAROI,5.8285610144953965,4.940179353116676,0.1283622927885065,STAY (with Justin Bieber)
Baby Shark,Pinkfong,5.812986390258686,0.5078821125425,-1.4098096481995444,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý
we can't be friends (wait for your love),Ariana Grande,5.737709039781256,0.26687471310533845,0.8595011782703694,eternal sunshine
Numb / Encore,JAY-Z,5.561196631765211,1.0324015162835884,0.885801138179789,Papercuts
Danza Kuduro - Cover,LOVE BGM JPN,5.400258847985875,2.2246058507900033,0.9098468158112583,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý
SHEESH,BABYMONSTER,5.080979051133323,-0.599003641910181,0.8775354364939714,BABYMONS7ER
Water,Tyla,5.005701700655893,0.4141818944282582,0.6911814348500844,Water
Strangers,Kenya Grace,4.97714822288859,0.5623638530219794,0.717481394759504,Strangers
Too Sweet,Hozier,4.927828579472343,0.15718426018657997,0.8700211622341373,Unreal Unearth: Unheard
What's Love Got to Do with It - 2023 Remaster,Tina Turner,4.88629624817445,0.05949395991348442,0.8963211221435567,What's Love Got to Do with It (30th Anniversary Deluxe Edition)
A Bar Song (Tipsy),Shaboozey,4.792848502754191,-0.2516026061846353,0.885801138179789,A Bar Song (Tipsy)
Lose Control,Teddy Swims,4.73314577651347,0.608762337319665,0.664881474940665,Lose Control
fukumean,Gunna,4.65527265532992,0.5806477708221304,0.6588700555327976,fukumean
Dance Monkey,Tones And I,4.483951788726111,4.87352386267605,-0.4660168011643749,Dance Monkey
BIRDS OF A FEATHER,Billie Eilish,4.4398236867221,-0.43305468290411187,0.9121010980892085,HIT ME HARD AND SOFT
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,4.398291355424207,-0.5134193276849748,0.6077729905659254,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe
I'm Good (Blue),David Guetta,4.3567590241263146,2.24903104248555,0.43870181971965694,I'm Good (Blue)
Daylight,David Kushner,4.2892689857672375,1.2619856432513576,0.6122815551218258,Daylight
My Love Mine All Mine,Mitski,4.268502820118291,1.0221609296230079,0.7280013787232718,The Land Is Inhospitable and So Are We
Please Please Please,Sabrina Carpenter,4.255523966587699,-0.7208106941213631,0.9271296466088768,Please Please Please
Houdini,Dua Lipa,4.23994934235099,0.08588621636903633,0.7693298871523596,Houdini - Single
Danza Kuduro - Cover,MUSIC LAB JPN,4.221778947408162,2.2441014652961275,0.9008296866994573,GEKIATU BEST AGE SONG - CLUB SONG
If We Ever Broke Up,Mae Stephens,4.201012781759216,-0.26460267914458957,0.5649416272848707,If We Ever Broke Up
Despacito,Luis Fonsi,4.198417011053097,2.414087952159053,-1.1024758309723275,Despacito (Featuring Daddy Yankee)
euphoria,Kendrick Lamar,4.162076221167441,-0.518130267207722,0.8993268318474904,euphoria
Panda Basi,Mvua,4.115352348457311,-0.8307882952991399,0.5649416272848707,Panda Basi - EP
Calm Down (with Selena Gomez),Rema,4.055649622216589,1.753954760939898,0.43795039229367355,Calm Down (with Selena Gomez)
Shape of You,Ed Sheeran,3.980372271739159,6.430488373799695,-1.1077358229542114,Shape of You
Mitu,Maian,3.9596061060902126,-0.8308791691158781,0.5484102239132356,Mitu - Single
Blinding Lights,The Weeknd,3.951818793971857,7.121463688926442,-0.3134770336897416,Blinding Lights
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,3.9076906919678462,1.6535275289051223,0.5123417074660317,HEROES & VILLAINS
Danza Kuduro - Cover,MUSIC LAB JPN,3.8479879657271248,2.2441014652961275,0.8985754044215071,YOUGAKU MORIMORI CLUB MEDLEY
Unholy (feat. Kim Petras),Sam Smith,3.8246260293720606,2.059661277313462,0.45899036022120915,Unholy (feat. Kim Petras)
Very Cute Melody by Marimba Tone (39813),mitsu sound,3.757135991012984,-0.8309793987101313,0.8084041133034973,Very Cute Melody by Marimba Tone (39813)
Supernova,aespa,3.7467529081885114,-0.7014665198789101,0.9090953883852748,Supernova
Me Porto Bonito,Bad Bunny,3.713007889008973,2.5346287499408264,0.35454194800951444,Un Verano Sin Ti
Back That Azz Up (feat. Lil Wayne & Mannie Fresh),JUVENILE,3.624751685000951,-0.45963020449765285,0.8752811542160212,400 Degreez (Deluxe Edition)
Calm Down,Rema,3.5910066658214124,0.25453913624008806,0.29067061680092415,Calm Down
CARNIVAL,ýý$,3.578027812290821,0.03621902549396588,0.8377097829168504,CARNIVAL
Kill Bill,SZA,3.528708168874572,2.6493348301702513,0.5168502720219321,SOS
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,3.5261123981684546,0.8253087230392131,0.6799100234603332,"What Was I Made For? (From The Motion Picture ""Barbie"")"
Babba,Guy Mac,3.489771608282797,-0.8308954753240978,0.5807216032305225,Black Book ID's: Chapter 5 - EP
Heat Waves,Glass Animals,3.458622359809378,4.734156716313442,-0.1534229919552742,Heat Waves
In the End,Linkin Park,3.4534308183971416,2.96837461483056,0.885801138179789,Papercuts
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,3.44045196486655,0.9278772895321369,0.5423988045053683,"Shakira: Bzrp Music Sessions, Vol. 53"
The Way We Move - Extended Mix,PowerDress,3.4222815699237223,-0.8309672791055484,0.5859815952124063,The Way We Move
Old Town Road,Lil Nas X,3.3366211366218175,1.0459216865184027,-0.5088481644454296,Old Town Road
un x100to,Grupo Frontera,3.3340253659156986,1.0422086910250001,0.6145358373997761,un x100to
Sprinter,Dave,3.279514181087215,0.4552989318029145,0.6483500715690298,Sprinter - Single
CHIHIRO,Billie Eilish,3.27172686896886,-0.5163167081520468,0.9121010980892085,HIT ME HARD AND SOFT
TQG,KAROL G,3.27172686896886,1.0717156319934424,0.5747101838226552,TQG
Perfect,Ed Sheeran,3.263939556850505,4.685527112183519,-1.0656558870991402,ýý (Deluxe)
Pepas,Farruko,3.2587480154382686,1.9560619593466342,0.11709088139875526,Pepas
Peekaboo,Dave Angel,3.25615224473215,-0.8309669577735035,0.5544216433211029,Glide - Single
Ella Baila Sola,Eslabon Armado,3.237981849789322,1.4263978865464058,0.5904901597683068,Ella Baila Sola
Dance The Night - From Barbie The Album,Dua Lipa,3.2301945376709664,0.7664403339370536,0.6430900795871459,Dance The Night (From Barbie The Album)
La Bebe - Remix,Yng Lvcas,3.196449518491429,1.0862852485404941,0.5912415871942902,La Bebe (Remix)
redrum,21 Savage,3.193853747785311,-0.035577422899292326,0.8174212424152982,american dream
Easy On Me,Adele,3.152321416487417,2.3654695965081114,0.20125075310889776,Easy On Me
Titï¿½ï¿½ Me Pregu,Bad Bunny,3.149725645781299,1.981583106917446,0.35454194800951444,Un Verano Sin Ti
All My Life (feat. J. Cole),Lil Durk,3.121172168013998,-0.21208880954134343,0.6333215230493615,All My Life (feat. J. Cole)
Anti-Hero,Taylor Swift,3.1159806266017616,2.0725674154439035,0.4807817555747282,Midnights
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,3.1133848558956427,2.3135241298588647,0.4003790209945028,"Quevedo: Bzrp Music Sessions, Vol. 52"
Magnetic,ILLIT,3.0952144609528145,-0.3572004274443676,0.8722754445120875,SUPER REAL ME
Lollipop,Darell,3.0225328811815015,-0.31954458754385356,0.6911814348500844,EVERYBODY GO TO THE DISCOTEK
La Diabla,Xavi,2.962830154940781,0.37522897079613393,0.7866127179499782,La Diabla - Single
Boy's a Liar Pt. 2,PinkPantheress,2.9031274287000595,0.7498336951147464,0.5596816353029868,Boy's a liar Pt. 2
Snooze,SZA,2.895340116581705,1.0512266278289215,0.5176016994479156,SOS
BELLAKEO,Peso Pluma,2.890148575169468,-0.1626789629137761,0.7903698550798952,BELLAKEO
Agora Hills,Doja Cat,2.8823612630511133,0.11565313353589271,0.7332613707051557,Scarlet
Prada,cassï¿,2.874573950932758,0.3014808444328116,0.7017014188138523,Prada
Montagem Rave Eterno,Dj Samir,2.869382409520522,-0.8214023998704397,0.9008296866994573,Montagem Rave Eterno
Lil Boo Thang,Paul Russell,2.864190868108285,-0.38135787710751406,0.7069614107957362,Lil Boo Thang
MONACO,Bad Bunny,2.827850078222628,0.0571405333038412,0.7490413466508075,nadie sabe lo que va a pasar maï¿½ï¿
Laxed (Siren Beat),Jawsh 685,2.822658536810392,-0.7169696320200856,-0.2030172020701796,Laxed (Siren Beat)
(It Goes Like) Nanana - Edit,Peggy Gou,2.820062766104274,0.02371682217545492,0.6588700555327976,(It Goes Like) Nanana [Edit]
Training Season,Dua Lipa,2.781126205512499,-0.3644860947703255,0.8429697748987343,Training Season
Type Shit,Future,2.7603600398635524,-0.4498288787424223,0.8700211622341373,WE DON'T TRUST YOU
Armageddon,aespa,2.7421896449207246,-0.7697945826187562,0.9196153723490427,Armageddon - The 1st Album
The Box,Roddy Ricch,2.7214234792717775,2.71956956024754,-0.30821704170785774,Please Excuse Me For Being Antisocial
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2.68767846009224,2.9116257114649073,0.1388822767522743,INDUSTRY BABY (feat. Jack Harlow)
Pedro,Jaxomy,2.6695080651494116,-0.5186665703906258,0.8752811542160212,Pedro - Single
Fast Car,Luke Combs,2.6669122944432933,0.1329929629289027,0.5965015791761742,Gettin' Old
Bling-Bang-Bang-Born,Creepy Nuts,2.653933440912702,-0.3714586230898431,0.8136641052853811,Bling-Bang-Bang-Born
Aesthetic,Tollan Kim,2.653933440912702,-0.8203706101039747,0.3072020201725593,Aesthetic
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2.6513376702065834,5.4075108897724675,-0.6193079960649917,Sunflower (Spider-Man: Into the Spider-Verse)
Hands,Dianï¿½,2.6513376702065834,-0.830746237949474,0.41991613407007156,Hands
Saturn,SZA,2.6227841924392825,-0.1937221515257521,0.849732621732585,Saturn - Single
Believer,Imagine Dragons,2.6072095682025718,4.752815676902644,-1.088950137304626,Believer
WAIT FOR U (feat. Drake & Tems),Future,2.5760603197291525,0.6310898492799007,0.34777910117566374,WAIT FOR U (feat. Drake & Tems)
I KNOW ?,Travis Scott,2.5371237591373776,0.15828487816261175,0.6911814348500844,UTOPIA
ANDO,Jere Klein,2.524144905606786,-0.2871511876830437,0.7370185078350727,ANDO
First Class,Jack Harlow,2.5137618227823126,0.6899740653783286,0.33350198008197884,First Class
FE!N,Travis Scott,2.492995657133367,0.3930716922690228,0.6911814348500844,UTOPIA
Save Your Tears - Live,The Weeknd,2.4903998864272476,-0.8237120863163554,0.5807216032305225,After Hours (Live At SoFi Stadium)
Losing Interest - Original Mix,Goovex,2.45665486724771,-0.5964877995972525,0.9301353563128105,Losing Interest (Original)
I Ain't Worried,OneRepublic,2.451463325835473,2.1546592069641184,0.35980193999139837,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")"
MI EX TENï¿½ï¿½A RA,KAROL G,2.451463325835473,-0.015955836944521882,0.7009499913878688,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA
Drained of Color,Exhumed,2.3943563703008706,-0.8306873338850852,0.4417075294235906,Drained of Color
Mood (feat. iann dior),24kGoldn,2.3683986632396876,2.6381708057942923,-0.13463730630568882,Mood (feat. Iann Dior)
Dynamite,BTS,2.3502282682968594,2.6471642062033416,-0.1135973383781532,Dynamite
Looking Like a Wow End of Year 2023,WasteLand,2.308695936998966,-0.8309665027078907,0.7926241373578455,Looking Like a Wow
Someone You Loved,Lewis Capaldi,2.2827382299377827,5.535290917756187,-0.6035280201193399,Breach
Acrï¿½ï¿½s,Shakira,2.280142459231665,-0.4022002127878346,0.6325700956233781,Acrï¿½ï¿½stico - Si
Made You Look,Meghan Trainor,2.2775466885255464,0.5076927569549435,0.4807817555747282,Takin' It Back
PHONK BRASILEIRO FRESCO (Slowed + Reverb),DJ MOIGUS,2.2749509178194285,-0.8284215399105715,0.6641300475146815,PHONK BRASILEIRO FRESCO
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2.2671636057010733,-0.8257300571304299,0.9211182272010094,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]"
vampire,Olivia Rodrigo,2.261972064288837,1.0245045973970222,0.6701414669225488,vampire
Casca de Bala,Thullio Milionï¿½ï¿,2.2515889814643635,-0.76196499115394,0.8542411862884856,A Cara das Vaquejadas 3.0
Back,LOLA,2.238610127933772,-0.830892018682852,0.4214189889220384,Back
People,Libianca,2.2334185865215352,0.3428190028322008,0.5145959897439819,People - Single
Lady Killers II (Christoph Andersson Remix),G-Eazy,2.2204397329909438,-0.6552052833700119,0.8662640251042202,Lady Killers II (Christoph Andersson Remix)
I Don't Wanna Wait,David Guetta,2.2100566501664707,-0.6181705578807324,0.880541146197905,I Don't Wanna Wait
Abc,J Ross,2.2022693380481155,-0.8309227792608592,0.5679473369888044,Abc
La Bachata,Manuel Turizo,2.1918862552236424,2.3657057328406523,0.3695704965291828,La Bachata
ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2.171120089574696,-0.8160692704956833,0.6070215631399419,ýýýýýýýýýýýýýýýýýýýýý
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2.165928548162459,2.1636954689816514,0.044202421078363995,Justice
Don't Start Now,Dua Lipa,2.150353923925749,4.0115141597398125,-0.33526842904326065,Don't Start Now
Lucid Dreams,Juice WRLD,2.1321835289829214,3.9024235018726867,-0.7447963762042219,Lucid Dreams
PROVENZA,KAROL G,2.1295877582768026,1.3717769219931923,0.34402196404574664,PROVENZA
WAP (feat. Megan Thee Stallion),Cardi B,2.1192046754523295,1.6314350759792426,-0.12411732234192101,WAP (feat. Megan Thee Stallion)
SPOT!,ZICO,2.1036300512156196,-0.6865552233531546,0.8963211221435567,SPOT!
Family Matters,Drake,2.1010342805095013,-0.6966259330918125,0.9015811141254407,Family Matters
Again,Kurochuu,2.095842739097265,-0.5779333833672757,0.9293839288868271,Missing
Seven (feat. Latto) (Explicit Ver.),Jung Kook,2.0932469683911465,2.2775008982097242,0.6806614508863167,Seven (feat. Latto)
Last Night,Morgan Wallen,2.080268114860555,0.8815693465746807,0.5574273530250365,3 Songs At A Time Sampler
Too Sweet,Hozier,2.062097719917727,0.15718426018657997,0.8700211622341373,Unreal Unearth: Unheard
Bad Habits,Ed Sheeran,2.0517146370932533,2.4274949893677307,-0.2886799286322889,#NAME?
QLONA,KAROL G,2.0491188663871354,0.7493218986081441,0.7009499913878688,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA
Leave The Door Open,Bruno Mars,2.033544242150425,1.6062535800946895,0.03368243711459618,Leave The Door Open
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2.017969617913715,-0.829963350499044,0.26361922946552124,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý
good 4 u,Olivia Rodrigo,1.973841515909704,3.1954535350188626,0.08628235693343524,good 4 u
bad guy,Billie Eilish,1.9712457452035859,3.843757176761847,-0.49757675305567833,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
Seï¿½ï¿½o,Shawn Mendes,1.9686499744974673,4.2551541694687085,-0.7290164002585702,Shawn Mendes (Deluxe)
DESPECHï¿,ROSALï¿½,1.9504795795546395,1.0329062880630595,0.4169104243661379,DESPECHï¿
ROCKSTAR (feat. Roddy Ricch),DaBaby,1.9452880381424027,2.2130096812489484,-0.2082771940520635,BLAME IT ON BABY
Eyes Closed,Ed Sheeran,1.9426922674362843,-0.1392386335042672,0.5957501517501907,Eyes Closed (Piano Version)
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,1.9400964967301662,0.3398801482424113,0.7114699753516367,I Remember Everything (feat. Kacey Musgraves)
Circles,Post Malone,1.9271176431995745,3.7779810012462756,-0.3818569294542324,Circles
EL AMOR DE SU VIDA,Grupo Frontera,1.9245218724934563,0.050527094473181614,0.695689999405985,EL AMOR DE SU VIDA
About Damn Time,Lizzo,1.9167345603751011,0.742292576242752,0.33801054463787933,About Damn Time
Closer,The Chainsmokers,1.890776853313918,4.519358100163848,-1.2287156385375413,Closer
FLOWER,JISOO,1.882989541195563,-0.013044518467826822,0.6017615711580581,ME
PERRO NEGRO,Bad Bunny,1.880393770489445,0.44911101461092306,0.7490413466508075,nadie sabe lo que va a pasar maï¿½ï¿
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,1.8544360634282617,-0.13956434346608174,0.7437813546689235,For All The Dogs
Havana (feat. Young Thug),Camila Cabello,1.8440529806037884,3.0179124277658267,-0.9506874909236777,Havana
LUNA,Feid,1.8388614391915516,0.2948402391137797,0.7858612905239948,FERXXOCALIPSIS
I Like You (A Happier Song) (with Doja Cat),Post Malone,1.8362656684854335,0.7068627222913999,0.3755819159370501,Twelve Carat Toothache
Bones,Imagine Dragons,1.823286814954842,1.4489439860232285,0.3124620121544432,Bones
Segï¿½ï¿½n Qu,Maluma,1.8180952735426053,0.23028027566950623,0.7062099833697527,Segï¿½ï¿½n Qu
Selfish,Justin Timberlake,1.8180952735426053,-0.6583686729053349,0.8271897989530826,Selfish
golden hour,JVKE,1.8077121907181324,1.2622944396316653,0.40714186782835354,golden hour
Levitating (feat. DaBaby),Dua Lipa,1.8051164200120138,3.022628772353606,-0.22405716999771522,Future Nostalgia
Get It Sexyy,Sexyy Red,1.799924878599777,-0.6649983473626089,0.8647611702522533,Get It Sexyy
"This Wish - From ""Wish""",Ariana DeBose,1.7947333371875407,-0.7814357089275237,0.7527984837807244,"This Wish (From ""Wish"")"
IDGAF (feat. Yeat),Drake,1.7921375664814223,-0.07524797014334411,0.7437813546689235,For All The Dogs
Ojitos Lindos,Bad Bunny,1.7895417957753041,1.809816711707846,0.35454194800951444,Un Verano Sin Ti
Life Is Good (feat. Drake),Future,1.7765629422447125,1.4682595022765461,-0.28191708179843816,Life Is Good (feat. Drake)
Escapism.,RAYE,1.7739671715385938,0.6640957525961065,0.4740189087408775,Escapism. / The Thrill Is Gone.
Stargazing,Myles Smith,1.7661798594202391,-0.6329832500465659,0.9068411061073246,Stargazing
Jimmy Cooks (feat. 21 Savage),Drake,1.763584088714121,0.9734427697248553,0.3861018999008179,"Honestly, Nevermind"
What You Know Bout Love,Pop Smoke,1.7583925473018842,1.2598706078708015,-0.15041728225134054,Shoot For The Stars Aim For The Moon
Memories,Maroon 5,1.7532010058896474,2.904404914206391,-0.36607695350858066,Memories
Classy 101,Feid,1.748009464477411,0.788955761991581,0.6017615711580581,Classy 101
Whatever,Kygo,1.7454136937712927,-0.4179774750282014,0.8226812343971821,Whatever
Whatever She Wants,Bryson Tiller,1.7298390695345829,-0.446323601198401,0.8414669200467675,Whatever She Wants
Vois sur ton chemin - Techno Mix,BENNETT,1.7142644452978728,-0.15949570465657986,0.6964414268319683,Vois sur ton chemin (Techno Mix)
"yes, and?",Ariana Grande,1.706477133179518,-0.056787208273869724,0.8174212424152982,"yes, and?"
Without Me,Halsey,1.7038813624734,2.9633225228337374,-0.6298279800287594,Without Me
meet the grahams,Kendrick Lamar,1.7012855917672813,-0.7092836908386158,0.9015811141254407,meet the grahams
First Person Shooter (feat. J. Cole),Drake,1.6960940503550446,-0.22077372004284457,0.7437813546689235,For All The Dogs
Shallow,Lady Gaga,1.6909025089428082,3.7159093309999616,-0.6350879720106433,Shallow
Thunder,Imagine Dragons,1.6909025089428082,3.5985132186281237,-1.0243273786700524,Thunder
Rush,Ayra Starr,1.6779236554122168,-0.14023581785265044,0.45448179566530866,Rush
abcdefu,GAYLE,1.67273211399998,1.2646846392576352,0.15466225269792602,abcdefu
Buga,Kizz Daniel,1.6623490311755067,-0.6702845381124741,0.3522876657315642,Buga
Bad Habit,Steve Lacy,1.6623490311755067,1.1897665484911393,0.39511902901261886,Bad Habit
MONEY,LISA,1.6545617190571518,1.3781031178368897,0.17570222062546165,LALISA
Columbia,Quevedo,1.6545617190571518,0.5082165801955955,0.6754014589044327,Columbia
LADY GAGA,Peso Pluma,1.6467744069387968,0.43986727982221674,0.6641300475146815,LADY GAGA
Woman,Doja Cat,1.6467744069387968,2.1537848048902712,0.11784230882473867,Planet Her
CUFF IT,Beyoncï¿,1.6389870948204421,0.6474436164995837,0.41766185179212134,RENAISSANCE
KING KONG,TREASURE,1.6286040119959686,-0.815977313808528,0.9203667997750261,KING KONG
How You Like That,BLACKPINK,1.6286040119959686,1.087926053545128,-0.15642870165920786,How You Like That
Milf Song,The Puddleducks,1.6286040119959686,-0.8288162619656085,0.43344182773777307,Milf Song
Nasty,Tinashe,1.6260082412898504,-0.7722638206407132,0.885801138179789,Nasty
Superhero (Heroes & Villains),Metro Boomin,1.6260082412898504,0.48101171771898893,0.5123417074660317,HEROES & VILLAINS
Panda,Desiigner,1.620816699877614,1.3632674253548034,-1.3444354621389871,Panda
Push Ups,Drake,1.613029387759259,-0.6308232541834761,0.8910611301616729,Push Ups
Tattoo,Loreen,1.613029387759259,0.13272875554899594,0.5762130386746219,Tattoo
Kiss Me More (feat. SZA),Doja Cat,1.6000505342286673,2.5566971624004817,0.05998239702401571,Kiss Me More (feat. SZA)
What It Is (Block Boy) (with Kodak Black),Doechii,1.597454763522549,-0.6400905279375277,0.5912415871942902,What It Is (Versions)
Gata Only,FloyyMenor,1.5922632221103121,-0.822299282185554,0.8008898390436631,Gata Only - Single
Illusion,Dua Lipa,1.5922632221103121,-0.6294496228435793,0.8850497107538056,Illusion
drivers license,Olivia Rodrigo,1.5870716806980758,3.2270034419766858,-0.008397498740475068,drivers license
Used To Be Young,Miley Cyrus,1.5740928271674843,-0.4493433218762709,0.7069614107957362,Endless Summer Vacation
Cupid - Twin Ver.,FIFTY FIFTY,1.5714970564613657,0.7689701606948716,0.5754616112486385,The Beginning: Cupid - Single
How Sweet,NewJeans,1.5714970564613657,-0.7685809449186387,0.9173610900710925,How Sweet
Players,Coi Leray,1.5585182029307743,0.03380710716510129,0.5108388526140648,Players
rockstar (feat. 21 Savage),Post Malone,1.5585182029307743,4.667040229547876,-0.9183761116063909,rockstar
Lil Somethin Somethin,Vayah,1.5507308908124193,-0.8309603342470755,0.5867330226383898,Lil Somethin Somethin
Con Calma,Daddy Yankee,1.5481351201063012,1.682148408832979,-0.5456681083186169,Con Calma
Here With Me,d4vd,1.5481351201063012,1.1050191742240973,0.4108990049582706,Here With Me
Favorite Song,Toosii,1.5481351201063012,-0.4844269359057388,0.5702016192667546,Favorite Song
Si No Quieres No,Luis R Conriquez,1.5481351201063012,-0.5372675073280941,0.8602526056963529,Si No Quieres No - Single
Mele Kalikimaka,Bing Crosby,1.5455393494001826,-0.4852743850934403,0.9263782191828934,"Essential Classics, Vol. 166: Bing Crosby"
MONTERO (Call Me By Your Name),Lil Nas X,1.532560495869591,2.702261332839568,0.0494624130602479,MONTERO (Call Me By Your Name)
Voz Emplumada del Monte,Biomigrant,1.5195816423389994,-0.8309025446290852,0.5807216032305225,Voz Emplumada - EP
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1.5169858716328812,-0.07534750320859816,0.7588099031885918,1989 (Taylor's Version)
Si No Estï¿½,iï¿½ï¿½igo quin,1.5143901009267628,0.40552628272257163,0.45899036022120915,Si No Estï¿½ï¿½s - Si
Glimpse of Us,Joji,1.506602788808408,1.5136440650983547,0.38084190791893396,Glimpse of Us
Watermelon Sugar,Harry Styles,1.5040070181022898,4.199167504719133,-0.3224941628015426,Watermelon Sugar
Corazï¿½ï¿½n de Pi,Xavi,1.4806450817472248,-0.511202656650293,0.8707725896601207,Corazï¿½ï¿½n de Piedra - Si
Praise Jah In The Moonlight,YG Marley,1.47285776962887,-0.27588849022296835,0.8053984035995636,Praise Jah In the Moonlight - Single
WHERE SHE GOES,Bad Bunny,1.470261998922752,0.5023584871300395,0.6378300876052619,WHERE SHE GOES
Yandel 150,Yandel,1.4624746868043965,0.7247411153360918,0.5258674011337331,Yandel 150
THATS WHAT I WANT,Lil Nas X,1.4598789160982784,1.1417654512668935,0.18096221260734555,MONTERO
Todo De Ti,Rauw Alejandro,1.4598789160982784,1.6567448297849692,0.09079092148933574,Todo De Ti
Chemical,Post Malone,1.449495833273805,0.1043620214074788,0.6122815551218258,Chemical
See You Again (feat. Charlie Puth),Wiz Khalifa,1.449495833273805,2.6830910605279463,-1.660786408478005,See You Again (feat. Charlie Puth)
Drip Too Hard (Lil Baby & Gunna),Lil Baby,1.4469000625676869,1.930857288549226,-0.6463593834003946,Drip Too Hard
Shooting Star,Kep1er,1.4417085211554501,-0.8281325862483877,0.9248753643309265,Kep1going On
Uptown Funk,Mark Ronson,1.4365169797432134,2.8708936967468004,-2.5159108192471313,Full Circle: The Live Anthology
love nwantiti (ah ah ah),CKay,1.431325438330977,0.7542278030986533,-0.3818569294542324,CKay The First
Mi Gente,J Balvin,1.4183465848003856,1.9150928442998516,-0.9762360234071138,Mi Gente
